timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1657981924302,602,-55,200,,LogInAndChooseProduct 2-1,text,true,,6974,462,1,3,https://www.advantageonlineshopping.com/catalog/api/v1/DemoAppConfig/parameters/by_tool/ALL,,601,ISO-8859-1,1,0,Bot0FF,0,398
1657981928581,3317,-312,200,,AddProductWithoutRegistr 1-1,text,true,,783,448,1,3,https://advantageonlineshopping.com/catalog/api/v1/deals/search?dealOfTheDay=true,,3317,ISO-8859-1,1,0,Bot0FF,0,678
1657981930748,3767,-362,200,,RegisterAndRemoveAccount 3-1,text,true,,4899,428,1,3,https://advantageonlineshopping.com/catalog/api/v1/categories,,3766,ISO-8859-1,1,0,Bot0FF,0,439
1657981936303,997,-60,200,,LogInAndChooseProduct 2-1,text,true,,1570,1054,1,3,https://www.advantageonlineshopping.com/accountservice/ws/GetAccountConfigurationRequest,,997,utf-8,1,0,Bot0FF,0,396
1657981937699,600,-313,200,,AddProductWithoutRegistr 1-1,text,true,,965,437,1,3,https://advantageonlineshopping.com/app/tempFiles/popularProducts.json,,600,ISO-8859-1,1,0,Bot0FF,0,399
1657981944100,600,-314,200,,AddProductWithoutRegistr 1-1,text,true,,2691,403,1,3,https://advantageonlineshopping.com/app/views/home-page.html,,600,ISO-8859-1,1,0,Bot0FF,0,398
1657981886517,11774,open_advantage,200,"Number of samples in transaction : 8, number of failing samples : 0",AddProductWithoutRegistr 1-1,,true,,22524,4062,1,3,null,,11774,ISO-8859-1,1,0,Bot0FF,46410,3848
1657981941965,6964,-363,200,,RegisterAndRemoveAccount 3-1,text,true,,783,448,1,3,https://advantageonlineshopping.com/catalog/api/v1/deals/search?dealOfTheDay=true,,6964,ISO-8859-1,1,0,Bot0FF,0,655
1657981948700,3242,-61,200,,LogInAndChooseProduct 2-1,text,true,,4910,436,1,3,https://www.advantageonlineshopping.com/catalog/api/v1/categories,,3242,ISO-8859-1,1,0,Bot0FF,0,400
1657981956380,609,-364,200,,RegisterAndRemoveAccount 3-1,text,true,,965,437,1,3,https://advantageonlineshopping.com/app/tempFiles/popularProducts.json,,609,ISO-8859-1,1,0,Bot0FF,0,399
1657981964439,620,-365,200,,RegisterAndRemoveAccount 3-1,text,true,,2691,403,1,3,https://advantageonlineshopping.com/app/views/home-page.html,,620,ISO-8859-1,1,0,Bot0FF,0,421
1657981890528,14929,open_advantage,200,"Number of samples in transaction : 8, number of failing samples : 0",RegisterAndRemoveAccount 3-1,,true,,22524,4062,1,3,null,,14928,ISO-8859-1,1,0,Bot0FF,59604,3930
1657981950502,17037,-320,200,,AddProductWithoutRegistr 1-1,text,true,,1896,439,1,3,https://advantageonlineshopping.com/catalog/api/v1/categories/3/products,,17037,ISO-8859-1,1,0,Bot0FF,0,399
1657981963341,5688,-62,200,,LogInAndChooseProduct 2-1,text,true,,783,456,1,3,https://www.advantageonlineshopping.com/catalog/api/v1/deals/search?dealOfTheDay=true,,5688,ISO-8859-1,1,0,Bot0FF,0,397
1657981972510,596,-370,200,,RegisterAndRemoveAccount 3-1,text,true,,1927,412,1,3,https://advantageonlineshopping.com/app/user/views/register-page.html,,596,ISO-8859-1,1,0,Bot0FF,0,389
1657981965060,596,create_new_account,200,"Number of samples in transaction : 1, number of failing samples : 0",RegisterAndRemoveAccount 3-1,,true,,1927,412,1,3,null,,596,ISO-8859-1,1,0,Bot0FF,7451,389
1657981980429,546,-63,200,,LogInAndChooseProduct 2-1,text,true,,965,445,1,3,https://www.advantageonlineshopping.com/app/tempFiles/popularProducts.json,,546,ISO-8859-1,1,0,Bot0FF,0,361
1657981973340,11080,-321,200,,AddProductWithoutRegistr 1-1,text,true,,984,439,1,3,https://advantageonlineshopping.com/catalog/api/v1/categories/attributes,,11080,ISO-8859-1,1,0,Bot0FF,0,398
1657981990222,606,-322,200,,AddProductWithoutRegistr 1-1,text,true,,1154,407,1,3,https://advantageonlineshopping.com/app/views/category-page.html,,606,ISO-8859-1,1,0,Bot0FF,0,413
1657981992375,652,-64,200,,LogInAndChooseProduct 2-1,text,true,,2691,411,1,3,https://www.advantageonlineshopping.com/app/views/home-page.html,,652,ISO-8859-1,1,0,Bot0FF,0,454
1657981888524,13304,open_advantage,200,"Number of samples in transaction : 8, number of failing samples : 0",LogInAndChooseProduct 2-1,,true,,22535,4126,1,3,null,,13303,ISO-8859-1,1,0,Bot0FF,91200,3579
1657981980558,15404,-375,200,,RegisterAndRemoveAccount 3-1,text,true,,1150,1373,1,3,https://advantageonlineshopping.com/accountservice/ws/AccountCreateRequest,,15404,utf-8,1,0,Bot0FF,0,382
1657981996630,816,-325,200,,AddProductWithoutRegistr 1-1,bin,true,,36858,430,1,3,https://advantageonlineshopping.com/catalog/fetchImage?image_id=3100,,808,ISO-8859-1,1,0,Bot0FF,0,399
1657982003247,983,-326,200,,AddProductWithoutRegistr 1-1,bin,true,,45858,430,1,3,https://advantageonlineshopping.com/catalog/fetchImage?image_id=3200,,779,ISO-8859-1,1,0,Bot0FF,0,389
1657981944701,30522,choose_category,200,"Number of samples in transaction : 5, number of failing samples : 0",AddProductWithoutRegistr 1-1,,true,,86750,2145,1,3,null,,30310,ISO-8859-1,1,0,Bot0FF,29007,1998
1657982010032,599,-336,200,,AddProductWithoutRegistr 1-1,text,true,,2818,406,1,3,https://advantageonlineshopping.com/app/views/product-page.html,,599,ISO-8859-1,1,0,Bot0FF,0,396
1657982016432,800,-341,200,,AddProductWithoutRegistr 1-1,bin,true,,37805,430,1,3,https://advantageonlineshopping.com/catalog/fetchImage?image_id=3103,,797,ISO-8859-1,1,0,Bot0FF,0,395
1657982004230,1399,choose_product,200,"Number of samples in transaction : 2, number of failing samples : 0",AddProductWithoutRegistr 1-1,,true,,40623,836,1,3,null,,1396,ISO-8859-1,1,0,Bot0FF,11604,791
1657982023034,569,-346,200,,AddProductWithoutRegistr 1-1,text,true,,1923,406,1,3,https://advantageonlineshopping.com/app/views/shoppingCart.html,,569,ISO-8859-1,1,0,Bot0FF,0,394
1657982017233,569,remove_product_from_bucket,200,"Number of samples in transaction : 1, number of failing samples : 0",AddProductWithoutRegistr 1-1,,true,,1923,406,1,3,null,,569,ISO-8859-1,1,0,Bot0FF,5801,394
1657982029404,638,-298,200,,AddProductWithoutRegistr 1-1,text,true,,3264,458,1,3,https://advantageonlineshopping.com/,,638,ISO-8859-1,1,0,Bot0FF,0,422
1657982004428,28007,-92,200,,LogInAndChooseProduct 2-1,text,true,,1542,1095,1,3,https://www.advantageonlineshopping.com/accountservice/ws/AccountLoginRequest,,28007,utf-8,1,0,Bot0FF,0,399
